Number,Official Name,Number,Latitude,Longitude,Continent,GDP,Language,Population,National Religion,NEED HELP in,Currency,Description_Summary,Description_Environment and animals,Description_Humanity,Description_Economy and Politics,National_Emergency
61,Plurinational State of Bolivia,61,-16.491917,-68.124117,America,40410000000,Spanish,10461053,Roman Catholic,Poverty,BOB,,,,,None
