Number,Official Name,Number,Latitude,Longitude,Continent,GDP,Language,Population,National Religion,NEED HELP in,Currency,Description_Summary,Description_Environment and animals,Description_Humanity,Description_Economy and Politics,National_Emergency
140,Republic of Madagascar,140,-18.880761,47.506112,Africa,14470000000,Malagasy,22599098,Christianity,Poverty,MGA,,,,,None
