Number,Official Name,Number,Latitude,Longitude,Continent,GDP,Language,Population,National Religion,NEED HELP in,Currency,Description_Summary,Description_Environment and animals,Description_Humanity,Description_Economy and Politics,National_Emergency
146,United Mexican States,146,19.431012,-99.133598,America,1.273E+12,Spanish,116220947,Roman Catholic,Poverty,MXN,,,,,None
