Number,Official Name,Number,Latitude,Longitude,Continent,GDP,Language,Population,National Religion,NEED HELP in,Currency,Description_Summary,Description_Environment and animals,Description_Humanity,Description_Economy and Politics,National_Emergency
147,Mongolia,147,47.879842,106.900858,Asia,15290000000,Mongolian,3226516,Buddhist Lamaist,,MNT,,,,,None
