Number,Official Name,Number,Latitude,Longitude,Continent,GDP,Language,Population,National Religion,NEED HELP in,Currency,Description_Summary,Description_Environment and animals,Description_Humanity,Description_Economy and Politics,National_Emergency
157,Kingdom of Norway,157,59.908027,10.75407,Europe,4.822E+11,Norwegian,4722701,Evangelical Lutheran Church of Norway,Human rights,NOK,,,,,None
