,Country,Currency,Currency abbreviation,GDP per capita PPP,GDP per capita,Forex score,today_rate,PPP,coffee,Final score,id
116,Guinea,Guinea Franc,GNF,2900.668958,1189.2,-5.079049574702928,0.0036108467551297,0.40997439460308105,0.7100377526506487,2.360514585950247,116
174,Saudi Arabia,Saudi Riyal,SAR,48710.94768,23185.9,-4.397389836447786,8.237808477182169,0.47598950758085523,0.6115624255411426,2.358524516454907,174
85,Cuba,Cuban Peso,CUP,21016.65,9499.6,-4.64343020403963,1.294633853797419,0.4520035305341241,0.6440155399766406,2.3567319314526647,85
143,Maldives,Rufiyaa,MVR,20615.37308,10366.3,-4.22906855950698,1.9999562888800169,0.5028431918147949,0.5789027325550381,2.348564922648538,143
54,Guinea-Bissau,CFA Franc BCEAO,XOF,2011.94848,795.1,-5.365212313336973,0.0507449687828329,0.3951890457950494,0.7366026484935746,2.344262684704143,54
89,D.R. of the Congo,Franc Congolais,CDF,1179.499142,577.2,-4.387900811563377,0.0151264806930136,0.4893602542357764,0.5948527598402581,2.3426484672727206,89
93,Dominican Republic,Dominican Peso,DOP,20462.51713,8476.8,-5.155612930696305,0.5644197472595678,0.41425988533796765,0.7026924597123243,2.341386903782424,93
46,Bahrain,Bahraini Dinar,BHD,54256.77143,26563.0,-4.39738983520415,82.1589941208328,0.4895794441855163,0.5945864379019484,2.3410293480726088,46
101,Timor-Leste,US Dollar,USD,5528.580523,2741.4,-4.39738983292467,30.89178178943313,0.49585964943356226,0.5870558294485395,2.333268429441203,101
124,Iraq,Iraqi Dinar,IQD,9846.0415,4775.4,-4.509527975554164,0.0211960715822839,0.4850070965067535,0.6001918320059643,2.3308355448305695,124
16,Kosovo,Euro,EUR,13055.90078,5269.8,-5.365212264027239,33.28651748788077,0.40363358214797956,0.7211919688128433,2.3283807039341915,16
22,Montenegro,Euro,EUR,23284.56728,9465.7,-5.365212264027239,33.28651748788077,0.4065224784370569,0.7160669169081467,2.323098911272113,22
193,Turkmenistan,Turkmenistan Manat,TMT,14992.6,7344.6,-4.545440645143279,8.84254317027971,0.4898816749596468,0.5942196098930637,2.319534431867608,193
94,Ecuador,US Dollar,USD,11720.64464,5965.1,-4.39738983292467,30.89178178943313,0.5089395833777279,0.5719682793315637,2.3177194529667293,94
70,Cameroon,CFA Franc BEAC,XAF,4065.31161,1666.9,-5.365212313336973,0.0507449687828329,0.4100300690111182,0.7099413428150038,2.3167859895773173,70
164,Philippines,Philippine Peso,PHP,8892.789346,3460.5,-5.623699217433557,0.5690309876142281,0.3891354967894907,0.748061536893808,2.315603384965283,164
62,Bosnia and Herzegovina,Convertible Marks,BAM,17376.60824,7143.3,-5.365212270231965,17.019126144849388,0.4110871293948214,0.7081158152939949,2.3149046381492284,62
148,Morocco,Moroccan Dirham,MAD,8852.914063,3795.4,-5.169241013566675,3.0040627836332154,0.42871759208219934,0.6789954579994677,2.3148992503107926,148
115,Guatemala,Quetzal,GTQ,9806.82822,5025.5,-4.405220843819336,3.9600207353859167,0.5124490698991768,0.5680511779357013,2.3125720636052396,115
158,Oman,Rial Omani,OMR,37676.0574,19509.5,-4.399314306359884,80.2442437384464,0.5178222283948426,0.5621568210592892,2.3073350911896835,158
58,Togo,CFA Franc BCEAO,XOF,2334.299325,973.2,-5.365212313336973,0.0507449687828329,0.41691311374559903,0.6982205361041003,2.3047067224732016,58
175,Serbia,Serbian Dinar,RSD,21503.35809,9230.2,-5.241407948612082,0.2833517423566799,0.42924458409556254,0.6781618419289713,2.3030557976299137,175
41,Kiribati,Australian Dollar,AUD,2128.076638,1606.5,-3.146866485471294,20.54091840100245,0.7549070232309932,0.3856068215425906,2.2946700669227518,41
57,Senegal,CFA Franc BCEAO,XOF,3840.032959,1636.9,-5.365212313336973,0.0507449687828329,0.42627238293972153,0.6828903523629057,2.2889076918490723,57
131,Kuwait,Kuwaiti Dinar,KWD,43922.63,24300.3,-4.316385961763656,100.61141597978306,0.5532523894857845,0.5261564221328348,2.281951828045817,131
53,C?te d'Ivoire,CFA Franc BCEAO,XOF,5850.051925,2549.0,-5.365212313336973,0.0507449687828329,0.4357226282226546,0.66807936731606,2.27364373870415,53
190,Tonga,Pa'anga,TOP,6748.512118,4426.0,-3.7700910388728013,13.020829320704806,0.6558482703461006,0.4438485408136636,2.2724308431693383,190
66,Bulgaria,Bulgarian Lev,BGN,27926.10922,12221.5,-5.365212270231965,17.019126144849388,0.43763704795823327,0.665156890044792,2.2706318892344166,66
72,Chad,CFA Franc BEAC,XAF,1566.041161,685.7,-5.365212313336973,0.0507449687828329,0.43785566885237187,0.6648247778800113,2.2702896133370203,72
42,Nauru,Australian Dollar,AUD,13125.34837,10648.1,-3.146866485471294,20.54091840100245,0.8112622766141483,0.3588202067070022,2.267064230277297,42
126,Jamaica,Jamaican Dollar,JMD,10542.73779,5183.6,-4.909307895312944,0.2032392319569085,0.4916749428138818,0.5920523346630533,2.264256458742799,126
191,Trinidad and Tobago,Trinidad and Tobago Dollar,TTD,25308.49072,16032.5,-3.9767894932072347,4.549696596768866,0.6334830542593494,0.45951868140912583,2.260461087012002,191
83,Comoros,Comoro Franc,KMF,3546.843502,1577.5,-5.3652122958225394,0.0676599583771106,0.4447616589540747,0.654501780735421,2.2596509080694305,83
65,Brunei Darussalam,Brunei Dollar,BND,66055.2483,31449.1,-5.078868638038987,23.184035520911067,0.47610297151816167,0.6114166791693245,2.2589045757121653,65
92,Djibouti,Djibouti Franc,DJF,5397.679018,3150.4,-4.2991855246470525,0.1734976622760642,0.5836582704333013,0.49874612000644586,2.256123858623793,92
187,Taiwan,Taiwan Dollar,TWD,65480.0,32811.0,-4.918417437701404,1.0165328727817249,0.5010843005497861,0.5809347797743654,2.2514490635711057,187
56,Niger,CFA Franc BCEAO,XOF,1303.567363,590.6,-5.365212313336973,0.0507449687828329,0.4530644267134817,0.6425075124522458,2.247289813341628,56
198,United Arab Emirates,UAE Dirham,AED,76609.198,44315.6,-4.39738983602986,8.411649227891935,0.5784631761841443,0.5032252868860504,2.246874075773318,198
36,St. Vincent and the Grenadines,East Caribbean Dollar,XCD,15045.30178,8666.4,-4.432153227755504,11.439906254652124,0.5760203501880173,0.5053593986623313,2.244138309240443,36
1,Albania,Lek,ALL,15709.25126,6492.9,-5.806032766853616,0.290886362616959,0.4133169616131024,0.7042955523823196,2.241302946002262,1
81,"China, Macao SAR",Pataca,MOP,71185.65564,43873.6,-4.287364740801171,3.8206943922925687,0.616326415842505,0.47231027310480944,2.2305411161501296,81
74,Equatorial Guinea,CFA Franc BEAC,XAF,16080.14326,7506.7,-5.365212313336973,0.0507449687828329,0.46683041802700953,0.6235611188717352,2.2277639774189355,74
113,Ghana,Cedi,GHS,5435.24,2363.3,-5.788178115790173,2.583556697287963,0.4348106063393705,0.6694806739858593,2.2083070663013267,113
50,Belize,Belize Dollar,BZD,9626.573571,6228.3,-4.327367110041043,15.349263892373152,0.6469903288084474,0.4499252690907939,2.2018421310451766,50
68,Cabo Verde,Cabo Verde Escudo,CVE,6716.956331,3293.2,-5.3652122899276975,0.3018637661003063,0.4902815855451182,0.5937349196271082,2.1970255996045953,68
165,Poland,Zloty,PLN,37836.76295,17999.9,-5.489981676194987,7.089060416606066,0.47572515713847563,0.611902257890365,2.1963452890190958,165
32,Dominica,East Caribbean Dollar,XCD,11950.55716,7653.2,-4.432153227755504,11.439906254652124,0.6404052880158769,0.4545516772513987,2.1917767224476803,32
100,State of Palestine,US Dollar,USD,5643.07,3663.97,-4.39738983292467,30.89178178943313,0.6492866471619172,0.4483340279069206,2.1903040639912916,100
166,Qatar,Qatari Rial,QAR,102018.1159,66838.4,-4.397389835251256,8.486753238855256,0.6551620700926902,0.44431341659797,2.1861604889809456,166
43,Tuvalu,Australian Dollar,AUD,5409.511692,5632.0,-3.146866485471294,20.54091840100245,1.0411290927292074,0.2795976981348219,2.185418839707784,43
71,Central African Republic,CFA Franc BEAC,XAF,920.0784701,461.1,-5.365212313336973,0.0507449687828329,0.5011529070448575,0.580855251353907,2.1837520255640386,71
163,Peru,Nuevo Sol,PEN,13748.53362,6621.6,-5.525535429650741,8.214141991635977,0.48162227209217096,0.6044099591236779,2.1830506009910184,163
161,Papua New Guinea,Kina,PGK,4040.039446,2672.9,-4.403849753938581,8.779540268894161,0.6616024510964639,0.4399882396231312,2.180787025458074,161
40,Australia,Australian Dollar,AUD,56281.37865,60433.1,-3.146866485471294,20.54091840100245,1.0737672290477909,0.27109907055593874,2.1766602964542523,40
76,Canada,Canadian Dollar,CAD,52085.03569,51987.9,-3.3169900331100366,22.421300988011307,0.9981350557081667,0.29164119236524694,2.1757334340060144,76
13,Hungary,Forint,EUR,36752.4965,18728.1,-5.365212264027239,33.28651748788077,0.509573546928982,0.5712566901139619,2.1738599167217343,13
6,Croatia,Croatian Kuna,EUR,34314.01846,17685.3,-5.365212264027239,33.28651748788077,0.5153957709912592,0.5648034271379746,2.167209291973564,6
39,Aruba,Aruban Guilder,AWG,42698.35987,29342.1,-4.397389838045964,17.2579786533146,0.6871950137976107,0.4236021681525391,2.16481582279488,39
80,"China, Hong Kong SAR",Hong Kong Dollar,HKD,65891.69471,49800.5,-4.287364740894792,3.935315224061346,0.7557932789432728,0.3851546525992998,2.140719993267365,80
173,Sao Tome and Principe,Dobra,STN,4451.642512,2360.5,-5.431972706481216,1.354868695647622,0.5302537195286807,0.5489773802002286,2.1405468517960613,173
79,China,Yuan Renminbi,CNY,19338.23408,12556.3,-4.748465540017953,4.500110094169267,0.6492992042632261,0.44832535736524787,2.1397882036570137,79
178,Solomon Islands,Solomon Islands Dollar,SBD,2648.732207,2304.8,-3.917583102068445,3.713203446307432,0.8701521406765603,0.33453609338011636,2.139755546251366,178
146,Mexico,Mexican Peso,MXN,20277.17677,10045.7,-5.7250553833750795,1.673765320517888,0.49541906715843076,0.5875779054244424,2.134050943206616,146
18,Lithuania,Euro,EUR,42581.26696,23723.3,-5.365212264027239,33.28651748788077,0.5571299703760623,0.5224944147086388,2.123606332326607,18
157,Norway,Norwegian Krone,NOK,79201.23025,89154.3,-3.4601355122903743,2.947136368723087,1.1256681205403374,0.25859957520032717,2.122884468607715,157
31,Antigua and Barbuda,East Caribbean Dollar,XCD,21010.00357,15781.4,-4.432153227755504,11.439906254652124,0.7511374259133455,0.38754199663839434,2.122717667840714,31
104,Zimbabwe,US Dollar,USD,2323.687257,1773.9,-4.39738983292467,30.89178178943313,0.7633987726430089,0.38131748205522575,2.121237934184305,104
34,Saint Kitts and Nevis,East Caribbean Dollar,XCD,23899.89,18082.61,-4.432153227755504,11.439906254652124,0.7565980429198629,0.38474497854221157,2.119835107833355,34
177,Singapore,Singapore Dollar,SGD,116486.4732,72794.0,-5.078868638038987,23.184035520911067,0.6249137603729942,0.46581995188349473,2.108855026926875,177
98,Palau,US Dollar,USD,15144.56896,12083.9,-4.39738983292467,30.89178178943313,0.7979031976358077,0.3648278370744785,2.104243982224565,98
78,Chile,Chilean Peso,CLP,28684.78027,16265.1,-5.462696592517439,0.03811596083656,0.5670289208040707,0.5133729288013983,2.099066285108545,78
167,Republic of Korea,Won,KRW,47242.52723,34997.8,-4.643530785707965,0.0238714199936418,0.740811342069263,0.39294389982634126,2.097967148475801,167
87,Cura?ao,Netherlands Antillian Guilder,ANG,22832.19418,17717.6,-4.544718685700605,17.28402263625506,0.775991998855714,0.3751292516128221,2.093847186482718,87
184,Sweden,Swedish Krona,SEK,59323.96461,61028.7,-3.888112834282944,2.929955677808603,1.028736032751807,0.28296597817188746,2.0906261828386152,184
45,Bahamas,Bahamian Dollar,BSD,33188.73247,27478.4,-4.39738983292467,30.89178178943313,0.827943640958217,0.3515907163093634,2.0906020272503802,45
153,New Zealand,New Zealand Dollar,NZD,46419.5087,48781.0,-3.9306217741550684,19.16475667535357,1.0508728197720025,0.27700525916298646,2.0786846856138608,153
17,Latvia,Euro,EUR,34444.31209,21148.2,-5.365212264027239,33.28651748788077,0.6139823592569243,0.47411345521487636,2.0737457257239127,17
75,Gabon,CFA Franc BEAC,XAF,13813.72,8635.3,-5.365212313336973,0.0507449687828329,0.6251248758480699,0.4656626364346283,2.0650364457962116,75
99,Puerto Rico,US Dollar,USD,35850.32193,32640.7,-4.39738983292467,30.89178178943313,0.9104716008891919,0.31972144710937517,2.0577580921378322,99
73,Congo,CFA Franc BEAC,XAF,3553.287985,2290.4,-5.365212313336973,0.0507449687828329,0.6445860874966486,0.4516034451174769,2.05054727867858,73
26,Slovakia,Euro,EUR,33010.29075,21391.4,-5.365212264027239,33.28651748788077,0.648022162603945,0.44920886134290033,2.0480794683647434,26
96,Marshall Islands,US Dollar,USD,6549.621884,6172.1,-4.39738983292467,30.89178178943313,0.9423597437094432,0.30890251810038655,2.046608285089272,96
125,Israel,New Israeli Sheqel,ILS,43721.62304,52170.7,-3.936552461355995,8.61195642978425,1.1932471022923854,0.24395391133072566,2.0438120468534056,125
8,Estonia,Euro,EUR,42138.32058,27943.7,-5.365212264027239,33.28651748788077,0.6631422328981674,0.4389666097966392,2.0375239754514665,8
144,Mauritania,Ouguiya,MRU,5830.817088,2166.0,-7.40813272752594,0.9002417698936694,0.3714745236062531,0.7836265458054196,2.0370693176863828,144
97,Micronesia (FS of),US Dollar,USD,3642.095394,3571.3,-4.39738983292467,30.89178178943313,0.9805619056226181,0.29686784293689916,2.0342055504143794,97
27,Slovenia,Euro,EUR,43602.4892,29291.4,-5.365212264027239,33.28651748788077,0.6717827476693693,0.4333205918106593,2.031705283870805,27
103,United States,US Dollar,USD,69287.53659,70248.6,-4.39738983292467,30.89178178943313,1.013870653472456,0.2871148275090992,2.024154256051393,103
12,Greece,Euro,EUR,29548.04,20192.6,-5.365212264027239,33.28651748788077,0.6833820449681264,0.4259656804443245,2.02412543539174,12
24,Portugal,Euro,EUR,35798.75385,24567.5,-5.365212264027239,33.28651748788077,0.6862669047905979,0.4241750487401182,2.0222800403456733,24
35,Saint Lucia,East Caribbean Dollar,XCD,9362.35,9414.23,-4.432153227755504,11.439906254652124,1.0055413437865492,0.28949311690367896,2.0216701344424197,35
20,Malta,Euro,EUR,48581.45094,33486.7,-5.365212264027239,33.28651748788077,0.6892898287734837,0.42231480233250784,2.0203629015521383,20
102,Turks and Caicos Islands,US Dollar,USD,20337.69338,20908.6,-4.39738983292467,30.89178178943313,1.028071355454765,0.2831489237043432,2.0200670620084855,102
88,Czechia,Czech Koruna,CZK,45093.65777,26821.2,-5.85621601046313,1.4043927441467718,0.5947887425056848,0.4894129242627683,2.0117137379193064,88
7,Cyprus,Euro,EUR,44109.67188,31551.8,-5.365212264027239,33.28651748788077,0.7153034392510652,0.406956379369664,2.004534768059109,7
33,Grenada,East Caribbean Dollar,XCD,8223.3,9010.6,-4.432153227755504,11.439906254652124,1.0957401529799473,0.26566270935369213,1.9971109155169469,33
200,Uruguay,Peso Uruguayo,UYU,25048.72397,17313.2,-5.522187905929305,0.7958391691572265,0.6911809168696749,0.4211593385804799,1.9947211722697962,200
48,Barbados,Barbados Dollar,BBD,15110.95733,17225.5,-4.39738983790081,15.445890894716566,1.1399343948779452,0.2553632025634688,1.991431562431736,48
