,Country,Currency,Currency abbreviation,GDP per capita PPP,GDP per capita,Forex score,today_rate,PPP,coffee,Final score,id,rank
157,Norway,Norwegian Krone,NOK,79201.23025,89154.3,3.0791721815092146,12.468384199715572,1.1256681205403374,0.8133104765123806,2.0774216476671445,157,143
173,Sao Tome and Principe,Dobra,STN,4451.642512,2360.5,1.0094795619053767,5.732885367258078,0.5302537195286807,1.726565305992047,2.0708441141770244,173,144
31,Antigua and Barbuda,East Caribbean Dollar,XCD,21010.00357,15781.4,2.065590693440548,48.4139775761677,0.7511374259133455,1.2188417777189493,2.0675525251706706,31,145
104,Zimbabwe,US Dollar,USD,2323.687257,1773.9,2.106077019475807,130.71774181531478,0.7633987726430089,1.1992653228165258,2.067073253163148,104,146
79,China,Yuan Renminbi,CNY,19338.23408,12556.3,1.6354380408387097,19.055614796090843,0.6492992042632261,1.4100089288578683,2.0657750790465297,79,147
34,Saint Kitts and Nevis,East Caribbean Dollar,XCD,23899.89,18082.61,2.065590693440548,48.4139775761677,0.7565980429198629,1.2100449955940835,2.0646699651633114,34,148
146,Mexico,Mexican Peso,MXN,20277.17677,10045.7,0.7155702926696956,7.078513676202045,0.49541906715843076,1.8479661688488929,2.0619963333559594,146,149
98,Palau,US Dollar,USD,15144.56896,12083.9,2.106077019475807,130.71774181531478,0.7979031976358077,1.1474044448300775,2.0500793012034078,98,150
17,Latvia,Euro,EUR,34444.31209,21148.2,1.3519069303098181,140.39268234165507,0.6139823592569243,1.4911139737295842,2.048436084690879,17,151
87,Cura?ao,Netherlands Antillian Guilder,ANG,22832.19418,17717.6,1.9813713064006304,73.1369208526103,0.775991998855714,1.179802983615153,2.0423447766486076,87,152
75,Gabon,CFA Franc BEAC,XAF,13813.72,8635.3,1.3519069849199457,0.2140272645030925,0.6251248758480699,1.4645356646052985,2.039726820962117,75,153
167,Republic of Korea,Won,KRW,47242.52723,34997.8,1.8365200539025155,0.100909399215231,0.740811342069263,1.235831072664463,2.0391300838350648,167,154
177,Singapore,Singapore Dollar,SGD,116486.4732,72794.0,1.3333681316154165,98.13940323269632,0.6249137603729942,1.465030430702966,2.0369743429750384,177,155
45,Bahamas,Bahamian Dollar,BSD,33188.73247,27478.4,2.106077019475807,130.71774181531478,0.827943640958217,1.1057729418054194,2.0364373462292233,45,156
73,Congo,CFA Franc BEAC,XAF,3553.287985,2290.4,1.3519069849199457,0.2140272645030925,0.6445860874966486,1.4203187026065278,2.025237653844485,73,157
26,Slovakia,Euro,EUR,33010.29075,21391.4,1.3519069303098181,140.39268234165507,0.648022162603945,1.4127875994744323,2.0227698273317096,26,158
8,Estonia,Euro,EUR,42138.32058,27943.7,1.3519069303098181,140.39268234165507,0.6631422328981674,1.3805751316882953,2.0122143344184327,8,159
153,New Zealand,New Zealand Dollar,NZD,46419.5087,48781.0,2.4616856606828486,81.08484749855093,1.0508728197720025,0.8711974068470897,2.010828663030718,153,160
27,Slovenia,Euro,EUR,43602.4892,29291.4,1.3519069303098181,140.39268234165507,0.6717827476693693,1.3628180817201445,2.0063956428377714,27,161
99,Puerto Rico,US Dollar,USD,35850.32193,32640.7,2.106077019475807,130.71774181531478,0.9104716008891919,1.005542264709122,2.0035934111166753,99,162
125,Israel,New Israeli Sheqel,ILS,43721.62304,52170.7,2.643134275596898,36.45028461353543,1.1932471022923854,0.7672490247431796,2.0023426403413724,125,163
12,Greece,Euro,EUR,29548.04,20192.6,1.3519069303098181,140.39268234165507,0.6833820449681264,1.3396864641858688,1.9988157943587062,12,164
24,Portugal,Euro,EUR,35798.75385,24567.5,1.3519069303098181,140.39268234165507,0.6862669047905979,1.3340548249092845,1.9969703993126395,24,165
20,Malta,Euro,EUR,48581.45094,33486.7,1.3519069303098181,140.39268234165507,0.6892898287734837,1.3282042434029846,1.9950532605191045,20,166
96,Marshall Islands,US Dollar,USD,6549.621884,6172.1,2.106077019475807,130.71774181531478,0.9423597437094432,0.9715161132707917,1.992443604068115,96,167
78,Chile,Chilean Peso,CLP,28684.78027,16265.1,0.7504902278792038,0.1612868963395571,0.5670289208040707,1.614587266930257,1.991384270595054,78,168
97,Micronesia (FS of),US Dollar,USD,3642.095394,3571.3,2.106077019475807,130.71774181531478,0.9805619056226181,0.933666370538982,1.9800408693932225,97,169
7,Cyprus,Euro,EUR,44109.67188,31551.8,1.3519069303098181,140.39268234165507,0.7153034392510652,1.279901123458906,1.979225127026075,7,170
103,United States,US Dollar,USD,69287.53659,70248.6,2.106077019475807,130.71774181531478,1.013870653472456,0.9029925783687058,1.9699895750302359,103,171
35,Saint Lucia,East Caribbean Dollar,XCD,9362.35,9414.23,2.065590693440548,48.4139775761677,1.0055413437865492,0.9104724347423737,1.9665049917723765,35,172
102,Turks and Caicos Islands,US Dollar,USD,20337.69338,20908.6,2.106077019475807,130.71774181531478,1.028071355454765,0.8905195837369485,1.9659023809873282,102,173
28,Spain,Euro,EUR,40698.6887,30103.5,1.3519069303098181,140.39268234165507,0.7396675657513261,1.237742085637498,1.9654103076241922,28,174
144,Mauritania,Ouguiya,MRU,5830.817088,2166.0,-0.9226833840609368,3.80883890161308,0.3714745236062531,2.464550372455331,1.9558508996637634,144,175
